ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : Ûéú ̄ÖμÖÖ ‡®ÖÛêú †®Öã ̄Öæ ̧üÛú  ̄ÖÏ¿®Ö ÛúÖ ˆ¢Ö ̧ü ¤üß×•Ö‹...	श्री उपसभाषति : देखिए।...(व्यवधान)...कुछ भी अभिलिखित नहीं होगा। यह नहीं
ÁÖß •ÖμÖ®ŸÖß »ÖÖ»Ö 2Ö ̧üÖêTMü : ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ •Öß, Æü ́ÖÖ ̧üÖ ÝÖã•Ö ̧üÖŸÖ ÛúÖ Œ3⁄4Öî¿“Ö®Ö Æîü......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	बताया गया था कि ऐसा नजर आ रहा है कि ऐसी जगहों पर हमला करने के लिए इस
ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö :  ́ÖÆüÖê¤üμÖ,  ́Öï...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...Ûêú ŸÖTMüßμÖ õÖê¡ÖÖë Ûúß 2ÖÖŸÖ Ûú ̧ü	प्रकार का प्लान बनाया जा रहा है और उसके लिए सतर्कता बरती जाए। इसी इंस्टीट्यूशन,
̧üÆüÖ ÆæÓü...  ́Öï ÝÖã•Ö ̧üÖŸÖ †Öî ̧ü  ́ÖÆüÖ ̧üÖÂTMÒü Ûêú 2ÖÖ ̧êü  ́Öë 2ÖÖŸÖ Ûú ̧ü  ̧üÆüÖ ÆæÓü...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	जो साइईंस इंस्टीट्यूट है, यहां पर शैक्षणिक चर्चाएं ज्यादातर हुआ करती हैं और जहां
ÁÖß •ÖμÖ®ŸÖß »ÖÖ»Ö 2Ö ̧üÖêTMü : ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ •Öß, ÝÖã•Ö ̧üÖŸÖ Ûêú...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	शैक्षणिक चर्चाएं होती हैं वहां एक ऐसी साइकोलोजी बनी है कि पुलिस के लोगों का
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : μÖÆü ŒμÖÖ 2ÖÖŸÖ Æîü? μÖÆü Œ3⁄4Öî¿“Ö®Ö †Ö3⁄4Ö ̧ü Æîü... ÝÖã•Ö ̧üÖŸÖ ÛúÖ ÛúÆüÖÓ ÃÖê	वहां आना अच्छा नहीं है, इसलिए वहां पर यह रुकावट हो जाती है। यह इसके अंदर
†ÖμÖÖ?...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...2Ö ̧üÖêTMü •Öß, μÖÆü ŒμÖÖ 2ÖÖŸÖ Æîü? Œ3⁄4Öê¿“Ö®Ö †Öò3⁄4Ö ̧ü  ́Öë ÝÖã•Ö ̧üÖŸÖ ÛúÆüÖÓ ÃÖê †Ö	तकलीफ थी। जहां तक रिपोर्ट का सवाल है, वह रिपोर्ट स्पेसिफिक होने की वजह से
ÝÖμÖÖ? μÖÆü Œ3⁄4Öê¿“Ö®Ö †Öò3⁄4Ö ̧ü Æîü,  ́ÖãôÖê ÃÖ ́ÖôÖ  ́Öë ®ÖÆüà †ÖŸÖÖ ×Ûú †Ö ̄Ö ŒμÖÖ “ÖÖÆüŸÖê Æïü? Œ3⁄4Öê¿“Ö®Ö	उसको देखे बगैर उस पर कुछ कहना दुरुस्त नहीं है, मगर मैं यह कह रहा हूं कि
†Öò3⁄4Ö ̧ü  ́Öë ŒμÖÖ “ÖÖÆüŸÖê Æïü †Ö ̄Ö? †Ö ̄ÖÛúÖê •Ö2Ö †Ö‡›ëü×TMü±úÖ‡Ô ×ÛúμÖÖ •ÖÖ‹ÝÖÖ, †Ö ̄Ö ˆÃÖß 3⁄4ÖŒŸÖ	रिपोर्ट में जो बताया गया है, ऐसा वह मानकर चल रहे हैं, इस प्रकार का मेरा भी यहां
Œ3⁄4Öê¿“Ö®Ö  ̄Öæ”û ÃÖÛúŸÖê Æïü, ‹êÃÖê ®ÖÆüà  ̄Öæ”û ÃÖÛúŸÖê... 2Öîšü •ÖÖ‡‹...	सदन में कहना है कि उस प्रकार की बात हो रही है, सरकार को मालूम है ।
¤æüÃÖ ̧üÖ •ÖÖê 3ÖÖÝÖ Æîü ‡ÃÖ ÃÖ3⁄4ÖÖ»Ö ÛúÖ, ÃÖ ̧ü, ‡ÃÖ ÃÖ3⁄4ÖÖ»Ö  ́Öë ®Ö ́ÖÛú-× ́Ö“ÖÔ ›üÖ»ÖÛú ̧ü	श्री उपसभाषति : श्री बसंत चव्हाण।...(व्यवधान)...
ˆÃÖÛúÖê •μÖÖ¤üÖ TMêüÃTMüß 2Ö®ÖÖ®Öê Ûêú ×»Ö‹ 2Ö®ÖÖμÖÖ ÝÖμÖÖ Æîü, †ÝÖ ̧ü ˆÃÖ ́Öë Ûãú”û ÝÖ»ÖŸÖß ÆüÖêÝÖß ŸÖÖê	श्री जयन्ती लाल बरोट : *
Æü ́Ö ¤ãü1ýÃŸÖ Ûú ̧ü ¤ëüÝÖê... †ÝÖ ̧ü ÃÖ3⁄4ÖÖ»Ö ®ÖÆüà 3Öß Æîü ŸÖÖê †Ö ̄Ö  ̄Öæ”û ÃÖÛúŸÖê Æïü, Æü ́ÖÛúÖê  ́ÖÖ»Öæ ́Ö Æîü,	*अभिलिखित नहीं किया गया।
μÖÆü Æü ́Ö  ́ÖÖ®ÖÛú ̧ü “Ö»ÖëÝÖê...	बनाने के लिए सरकार क्या कदम उठा रही है? प्रति हेक्टेयर उत्पादन बढाने के लिए
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †ÝÖ»ÖÖ  ̄ÖÏ¿®Ö, ÁÖß ́ÖŸÖß ‹®Ö. ̄Öß. ¤ãüÝÖÖÔ... (3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	आपका क्या प्रस्ताव है क्योंकि यह रु. 2/- या रु. 3/- की राजसहायता पर्याप्त नहीं है।
ÁÖß ‹ÃÖ.‹ÃÖ. †Æü»Öã3⁄4ÖÖ×»ÖμÖÖ : ÃÖ ̧ü, ¤êü×ÜÖ‹......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	परम्परागत चाय की लागत कम से कम रु. 3/- से लेकर रु. 10/- अधिक होनी चाहिए।
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ :  ̄ÖÏ¿®Ö ÃÖÓ. 143...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	क्या सरकार इस पर विचार करेगी ताकि इस राजसहायता को 8/- से बढाकर
ÁÖß ‹ÃÖ.‹ÃÖ. †Æü»Öã3⁄4ÖÖ×»ÖμÖÖ :  ́ÖÓ¡Öß  ́ÖÆüÖê¤üμÖ, ‡ÃÖ ŸÖ ̧üÆü ÃÖê † ̄Ö ́ÖÖ®Ö Ûú ̧üŸÖê Æïü  ̧üÖÂTMÒü3ÖÖÂÖÖ	रु. 10/- कर दिया जाए? इस बात को भूल जाइए कि कितने चाय बागान प्रभावित हुए
ÛúÖ?...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)... ̧üÖÂTMÒü3ÖÖÂÖÖ ÛúÖ † ̄Ö ́ÖÖ®Ö Ûú ̧ü  ̧üÆêü Æïü, 3⁄4Öê ®ÖÆüà  ́ÖÖ®Ö  ̧üÆêü, TMüÖëTMü Ûú ̧üŸÖê Æïü	हैं। यह चाय उद्योग के लिए आतंक पैदा कर रहा है।
‰ú ̄Ö ̧ü ÃÖê......(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	श्री कमल नाथ : सहोदय, माननीय सदस्य सही कह रहे हैं कि चाय की लागत
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : 143... †Ö ̄Ö •Ö3⁄4ÖÖ2Ö ¤üß×•Ö‹ 143 ÛúÖ...	काफी अधिक है। मूलत: दो कारणों से चाय की लागत काफी अधिक है। हमारे यहां
ÁÖß † ́Ö ̧ü ×ÃÖÓÆü : ×Æü®¤üß ÛúÖ † ̄Ö ́ÖÖ®Ö ÝÖ»ÖŸÖ Æîü... ×Æü®¤üß ÛúÖ † ̄Ö ́ÖÖ®Ö ‡ÃÖ ¤êü¿Ö Ûêú	बागान श्रम अधिनियम है। मैंने पश्चिमी बंगाल सरकार से चर्चा की है, मैंने इसके बारे
»ÖÖêÝÖ †Öî ̧ü ˆ¢Ö ̧ü  ̄ÖÏ¤êü¿Ö Ûêú »ÖÖêÝÖ 2Ö¤üÖÔ¿ŸÖ ®ÖÆüà Ûú ̧ëüÝÖê...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)... ̧üÖÂTMÒü3ÖÖÂÖÖ ÛúÖ † ̄Ö ́ÖÖ®Ö	में असम सरकार और दक्षिणी भारत से चर्चा की है कि लागत बहुत अधिक हैं।
...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	सामाजिक लागत भी है। दूसरे देशों की तुलना में एक भाग है ऊंची लागत और दूसरा
ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö : ÃÖ ̧ü, μÖÆü ˆ¢Ö ̧ü Æîü, μÖÆü ×Æü®¤üß  ́Öë ×¤üμÖÖ Æãü†Ö ˆ¢Ö ̧ü Æîü	है श्रम आदि। कुल मिलाकर यह सापेक्षिक स्थिति है। वैश्विक संकट को सापेक्षिक ढंग
†Öî ̧ü μÖê »ÖÖêÝÖ ÛúÆü  ̧üÆêü Æïü ×Ûú ×Æü®¤üß ÛúÖ † ̄Ö ́ÖÖ®Ö ×ÛúμÖÖ ÝÖμÖÖ Æîü...	से देखा जाना चाहिए। दूसरा है, चाय उद्योग ने पुनर्बागानीकरण और चाय की झाड्यों
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ :  ́ÖÖ®Ö®ÖßμÖ  ́ÖÓ¡Öß •Öß, 3⁄4ÖÆü  ̄ÖÏ¿®Ö ÃÖ ́ÖÖ ̄ŸÖ ÆüÖê ÝÖμÖÖ... Æü ́Ö (3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	के कायाकल्प में निवेश नहीं किया है। इसलिए हमारी झाडियों का बडा हिस्सा दूसरे
†Ö ̄Ö 2ÖŸÖÖ‡‹, Æü ́Ö ÛúÖ ̧Ôü3⁄4ÖÖ‡Ô Ûú ̧ëüÝÖê...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	देशों की तुलना में बहुत पुराना है। हमने एक विशेषोद्देशीय चाय निधि का प्रस्ताव किया
ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö : †Ö ̄Ö † ̄Ö®Öß Ûú ́Ö•ÖÖê ̧üß ÛúÖê  ̄ÖÏ¤üÙ¿ÖŸÖ Ûú ̧ü  ̧üÆêü Æïü... (3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)	है और इस विशेषोद्देशीय चाय निधि में पुनर्बागानीकरण और कायाकल्प निधि सम्मिलित है
ÁÖß ‹ÃÖ.‹ÃÖ. †Æü»Öã3⁄4ÖÖ×»ÖμÖÖ : †Ö ̄Ö ‡ÃÖ •Ö3⁄4ÖÖ2Ö ÛúÖê  ̄Ö×œÍü‹, †Ö ̄Ö ‡ÃÖê  ̄ÖœÍüÛú ̧ü 2ÖŸÖÖ‡‹...	जिसको 15 वर्षों तक विस्तारित किया जाने वाला है। अभी यह प्रक्रिया में है। कल बजट
...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...‡ÃÖÛúÖ †Ö¬ÖÖ 3ÖÖÝÖ ÛúTMüÖ Æãü†Ö Æîü...	में, वित्त मंत्री ने इस निधि के लिए प्रवाही धन राशि के रूप में एक सौ करोड रुपए की
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : 3⁄4Öê ‹êÝ•ÖÖ× ́Ö®Ö Ûú ̧ëüÝÖê...	मंजूरी दी है। यह निधि 15 वर्षों तक मोटे तौर पर 4760 करोड रुपए की है जिसको
ÁÖß † ́Ö ̧ü ×ÃÖÓÆü : μÖÆü ×Æü®¤üß ÛúÖ † ̄Ö ́ÖÖ®Ö Æîü...	हमारा विशेषोद्देशीय चाय निधि कहने का प्रस्ताव है जो कि पुनर्बागानीकरण और कायाकल्प
ÁÖß ‹ÃÖ.‹ÃÖ. †Æü»Öã3⁄4ÖÖ×»ÖμÖÖ : †Ö ̄Ö ŸÖÖê ×Æü®¤üß Ûêú ÃÖÓ ̧üõÖÛú Æïü †Öî ̧ü ÃÖÓ ̧üõÖÛú ÆüÖêÛú ̧ü	के लिए है क्योंकि हमें यह देखना है कि झाडियां नयी हों और उनका उत्पादन
...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	अधिकतर हो और साथ ही प्रतिस्पर्धा के लिए हमें बागान श्रम अधिनियम के अन्तर्गत
›üÖ. Ûãú ́ÖÛãú ́Ö  ̧üÖμÖ : ÃÖ ̧ü, ‹Ûú  ́Ö×Æü»ÖÖ  ́Öî ́2Ö ̧ü † ̄Ö®ÖÖ Œ3⁄4Öê¿“Ö®Ö  ̄Öæ”û®Öê Ûêú ×»Ö‹ ÜÖ›Íüß	उच्च लागत की समस्या का समाधान करना पडेगा जिस पर राज्य सरकार को ध्यान देने
Æîü,  ́Ö×Æü»ÖÖ  ́Öî ́2Ö ̧ü ÛúÖê ÃÖ3⁄4ÖÖ»Ö  ̄Öæ”û®Öê ÛúÖ  ́ÖÖîÛúÖ ×¤üμÖÖ •ÖÖ‹...(3⁄4μÖ3⁄4Ö¬ÖÖ®Ö)...	की आवश्यकता है।
ÁÖß ˆ ̄ÖÃÖ3ÖÖ ̄Ö×ŸÖ : †Æü»Öã3⁄4ÖÖ×»ÖμÖÖ •Öß, †ÝÖ ̧ü ÝÖ»ÖŸÖß Æãü‡Ô Æîü ŸÖÖê ˆÃÖÛúÖê ÃÖã¬ÖÖ ̧ëüÝÖê,	श्री गिरीश कुमार सांगी : महोदय, मैं माननीय संत्री जी से यह जानना चाहूंगा कि
¤êüÜÖëÝÖê... 3⁄4Öê ¤êüÜÖëÝÖê... Œ3⁄4Öê¿“Ö®Ö ®ÖÓ. 143...	सरकार चाय उद्योग को कितनी प्राथमिकता देती है। रोजगार, जी.डी.पी. में अंशदान
́Ö×Æü»ÖÖ  ̄Öã×»ÖÃÖ ÛúÙ ́ÖμÖÖë Ûúß ÃÖÓÜμÖÖ	और विदेशी मुद्रा अर्जन के रूप में चाय उद्योग की विकास क्षमता क्या है? क्या लक्ष्यों
*143. ÁÖß ́ÖŸÖß ‹®Ö. ̄Öß. ¤ãüÝÖÖÔ : ŒμÖÖ ÝÖéÆü  ́ÖÓ¡Öß μÖÆü 2ÖŸÖÖ®Öê Ûúß Ûéú ̄ÖÖ Ûú ̧ëüÝÖê ×Ûú :	को प्राप्त करने के लिए कोई समयबद्ध कार्यक्रम है? क्या इस उद्योग में सुधार करने के
(Ûú) ŒμÖÖ μÖÆü ÃÖ“Ö Æîü ×Ûú ¤êü¿Ö  ́Öë  ́Ö×Æü»ÖÖ  ̄Öã×»ÖÃÖ ÛúÙ ́ÖμÖÖë Ûúß ÃÖÓÜμÖÖ  ̄Öã1ýÂÖ	लिए सरकार ने कोई लक्ष्य निर्धारित किया है?
̄Öã×»ÖÃÖÛúÙ ́ÖμÖÖë Ûúß Ûãú»Ö ÃÖÓÜμÖÖ ÛúÖ 2.5  ̄ÖÏ×ŸÖ¿ÖŸÖ 3Öß ®ÖÆüà Æîü;	श्री दीपांकर मुखर्जी : महोदय, इस प्रश्न के लिए इनको राज्य मंत्री की सहायता
(ÜÖ) ŒμÖÖ μÖÆü 3Öß ÃÖ“Ö Æîü ×Ûú †ÖÓ¬ÖÐ  ̄ÖÏ¤êü¿Ö  ́Öë  ́Ö×Æü»ÖÖ  ̄Öã×»ÖÃÖÛúÙ ́ÖμÖÖë Ûúß ÃÖÓÜμÖÖ  ̄Öã1ýÂÖ	की आवश्यकता है और राज्य मंत्री यहां नहीं बैठे हैं। मैं नहीं जानता कि वित्त राज्य
̄Öã×»ÖÃÖÛúÙ ́ÖμÖÖë Ûúß ÃÖÓÜμÖÖ Ûúß ŸÖã»Ö®ÖÖ  ́Öë 2.5  ̄ÖÏ×ŸÖ¿ÖŸÖ Ûêú  ̧üÖÂTMÒüßμÖ †ÖîÃÖŸÖ ÃÖê 3Öß Ûú ́Ö Æîü;	मंत्री कहां हैं। नहीं, नहीं, वह छुपे नहीं रह सकते। उन्हें अवश्य ही सहायता करनी
†Öî ̧ü	पडेगी और यहां आना पडेगा। मंत्री जी कहां है?
(ÝÖ) μÖ×¤ü ÆüÖÓ, ŸÖÖê  ̧üÖ•μÖ  ̄Öã×»ÖÃÖ ÃÖê3⁄4ÖÖ†Öë  ́Öë  ́Ö×Æü»ÖÖ†Öë Ûúß 3ÖŸÖá ÃÖ×ÆüŸÖ »Öï×ÝÖÛú †Ö¬ÖÖ ̧ü	से जो उपद्रव और आतंकवाद होता है, इसके कारणों का अध्ययन करने के लिए क्या
̄Ö ̧ü ×ÛúÃÖß  ̄ÖÏÛúÖ ̧ü ÛúÖ 3Öê¤ü3ÖÖ3⁄4Ö ®Ö ÆüÖê®Öê ¤êü®Öê Ûêú ×»Ö‹ ÃÖ ̧üÛúÖ ̧ü «üÖ ̧üÖ ŒμÖÖ ÃÖÛúÖ ̧üÖŸ ́ÖÛú Ûú¤ü ́Ö	कद्म उठाए गए हैं? तमिलनाडु में एक प्रकार का आतंकवाद होता है, आंध्र में एक
ˆšüÖ‹ •ÖÖ  ̧üÆêü Æïü?	प्रकार का आतंकवाद होता है...(व्यवधान) जरा गृह मंत्री जी इसके कारणों के बारे में
ÝÖéÆü  ́ÖÓ¡Öß (ÁÖß ×¿Ö3⁄4Ö ̧üÖ•Ö 3⁄4Öß.  ̄ÖÖ×TMü»Ö) : (Ûú) ÃÖê (ÝÖ) ‹Ûú ×3⁄4Ö3⁄4Ö ̧üÞÖ ÃÖ3ÖÖ  ̄ÖTMü»Ö  ̄Ö ̧ü  ̧üÜÖ	विस्तार से बताएं।
×¤üμÖÖ ÝÖμÖÖ Æîü...	श्री शिवराज वी. पाटिल : श्रीमन्, जो साइंस इंस्टीट्यूशन पर हमला हुआ, वह
×3⁄4Ö3⁄4Ö ̧üÞÖ	क्यों हुआ, यह सम्माननीय सदस्य जानना चाहते हैं। हमने पहले ही इस सदन में और
(Ûú) 01-01-2005 Ûúß ×Ã£Ö×ŸÖ Ûêú †®ÖãÃÖÖ ̧ü, 3ÖÖ ̧üŸÖ  ́Öë  ́Ö×Æü»ÖÖ  ̄Öã×»ÖÃÖ ÛúÖÙ ́ÖÛúÖë Ûúß	बाहर भी बताया था कि जो लोग यहां पर हादसे करवाना चाहते हैं, उन्होंने ऐसा
ÃÖÓÜμÖÖ, Ûãú»Ö  ̄Öã×»ÖÃÖ 2Ö»Ö Ûúß ®Ö±ú ̧üß ÛúÖ 2.5  ̄ÖÏ×ŸÖ¿ÖŸÖ £Öß...  ̧üÖ•μÖ/ÃÖÓ‘Ö ¿ÖÖ×ÃÖŸÖ õÖê¡Ö-3⁄4ÖÖ ̧ü	डिसाइड किया है कि यहां की जो नयी इंडस्ट्री है या यहां के जो इंस्टीट्यूशंस हैं या
2μÖÖî ̧üÖ ×3⁄4Ö3⁄4Ö ̧üÞÖ-1  ́Öë ×¤üμÖÖ ÝÖμÖÖ Æîü (®Öß“Öê ¤êü×ÜÖ‹)...	यहां के जो खास एस्टैबिलिसमेन्ट्स हैं, उनके ऊपर हमला करें, ताकि यह जो डर
(ÜÖ) •Öß ÆüÖÓ, ÁÖß ́ÖÖ®Ö... 01-01-2005 Ûúß ×Ã£Ö×ŸÖ Ûêú †®ÖãÃÖÖ ̧ü †ÖÓ¬ÖÐ  ̄ÖÏ¤êü¿Ö  ́Öë  ́Ö×Æü»ÖÖ	फैलाने का काम है, उसमें वे आसानी से आगे बढ सकें। इसलिए ये मालूमात स्टेट
̄Öã×»ÖÃÖ ÛúÖÙ ́ÖÛúÖë Ûúß ÃÖÓÜμÖÖ, †ÖÓ¬ÖÐ  ̄ÖÏ¤êü¿Ö  ́Öë Ûãú»Ö  ̄Öã×»ÖÃÖ 2Ö»Ö Ûúß ®Ö±ú ̧üß ÛúÖ 1.64  ̄ÖÏ×ŸÖ¿ÖŸÖ	गवर्नमेंट को हमारी तरफ से दी गई हैं। सम्माननीय सदस्य की मालूमात के लिए मैं यह
£Öß...	बताना चाहता हूं कि हमारे कांस्टीट्यूशन के मुताबिक कानून और व्यवस्था कायम करने
(ÝÖ)  ̄Öã×»ÖÃÖ, ÃÖÓ×3⁄4Ö¬ÖÖ®Ö Ûúß  ̧üÖ•μÖ ÃÖæ“Öß ÛúÖ ×3⁄4ÖÂÖμÖ Æîü... ŸÖ£ÖÖ× ̄Ö, ÃÖ ̧üÛúÖ ̧ü,  ̄Öã×»ÖÃÖ	के काम में यहां से दखलंदाजी नहीं की जा सकती है। हम केवल मदद कर सकते हैं,
ÃÖã¬ÖÖ ̧üÖë Ûêú 3ÖÖÝÖ Ûêú oþ ̄Ö  ́Öë,  ̧üÖ•μÖÖë †Öî ̧ü ÃÖÓ‘Ö ¿ÖÖ×ÃÖŸÖ õÖê¡ÖÖë ÃÖê ÛúÆüŸÖß  ̧üÆüŸÖß Æîü ×Ûú 3⁄4Öê ‹Ûú	लेकिन हम अपनी पुलिस को वहां ले जाकर खड्डा नहीं कर सकते हैं। यहां की पुलिस
×®Ö×¿“ÖŸÖ ÃÖ ́ÖμÖÖ3⁄4Ö×¬Ö  ́Öë  ́Ö×Æü»ÖÖ  ̄Öã×»ÖÃÖ ÛúÙ ́ÖμÖÖë Ûúß 3ÖŸÖá ÛúÖê 2ÖœÍüÖÛú ̧ü, Ûãú»Ö ®Ö±ú ̧üß ÛúÖ Ûú ́Ö	को भेजकर, यह करो, ऐसा हम नहीं कह सकते। सम्माननीय सदस्य अगर इस बात को
ÃÖê Ûú ́Ö 10% ŸÖÛú Ûú ̧ü®Öê Ûêú ×»Ö‹ Ûú¤ü ́Ö ˆšüÖ‹Ó †Öî ̧ü  ̄Öã×»ÖÃÖ 2Ö»Ö ÛúÖê  ́Ö×Æü»ÖÖ†Öë Ûêú  ̄ÖÏ×ŸÖ	ध्यान में रख लें, तो बाकी सारे प्रश्नों को समझने में आसानी हो जाती है।
ÃÖãÝÖÏÖÆüß 2Ö®ÖÖ®Öê Ûêú ×»Ö‹ ÛúÖ ̧üÝÖ ̧ü ˆ ̄ÖÖμÖ Ûú ̧ëü...	दूसरी बात यह है कि साइईंस इंस्टीट्यूशन में जो हादसा हुआ, हादसा होने के
̄Öã×»ÖÃÖ ÛúÖê  ́Ö×Æü»ÖÖ†Öë Ûêú  ̄ÖÏ×ŸÖ ÃÖãÝÖÏÖÆüß 2Ö®ÖÖ®Öê ÃÖê ÃÖÓ2ÖÓ×¬ÖŸÖ †“”ûß  ̄Ö× ̧ü ̄ÖÖ×TMüμÖÖë ÛúÖê	बाद हमने उनको कहा कि आपको अगर पुलिस की मदद की जरूरत है, तो हम देने
Æîü¤ü ̧üÖ2ÖÖ¤ü  ́Öë  ̧üÖÂTMÒüßμÖ  ̄Öã×»ÖÃÖ †ÛúÖ¤ü ́Öß Ûúß  ̄Öã×»ÖÃÖ  ̄ÖÏ×¿ÖõÖÞÖ  ̄ÖÏÞÖÖ»Öß Ûêú †×®Ö3⁄4ÖÖμÖÔ ÃÖÓ‘ÖTMüÛú Ûêú	के लिए तैयार हैं। हादसा होने के बाद भी, उन्होंने कहा कि हम पुलिस को अपने
oþ ̄Ö  ́Öë ÃÖ× ́ ́Ö×»ÖŸÖ ×ÛúμÖÖ ÝÖμÖÖ Æîü †Öî ̧ü ÃÖÖ£Ö Æüß, •ÖîÃÖÖ×Ûú  ̄Öã×»ÖÃÖ †®ÖãÃÖÓ¬ÖÖ®Ö ŸÖ£ÖÖ ×3⁄4ÖÛúÖÃÖ	कैंपस में नहीं आने देंगे, हम अपनी तरफ से ही इंतजाम करेंगे और उनकी जो
2μÖæ ̧üÖê (2Öß. ̄Öß.†Ö ̧ü. ‹Ó›ü ›üß.) «üÖ ̧üÖ  ̄Ö× ̧ü“ÖÖ×»ÖŸÖ ×ÛúμÖÖ Æîü, ‡ÃÖê  ̧üÖ•μÖ  ̄Öã×»ÖÃÖ  ̄ÖÏ×¿ÖõÖÞÖ ÃÖÓÃ£ÖÖ®ÖÖë	सिक्योरिटी है, उन्होंने 50-60 आदमियों को रखकर बनाई हुई थी और प्राइवेट सिक्योरिटी
